21.805,22.59,6.52,26.596,15.485,9.135,17.229,7.04,9.521,8.251,10.071,14.2,7.324,15.152,21.447,11.59,9.62,8.745,9.734,6.72,141.98,13.35,30.888,18.555,26.401,44.365,7.288,25.467,18.474,29.731,6.05,9.291,8.649,17.13
21.508,23.37,6.525,27.035,15.188,8.686,17.249,7.04,9.422,8.331,9.992,14.34,7.371,15.198,21.287,11.8,9.75,8.883,9.983,6.66,141.77,13.35,31.004,18.555,26.04,43.897,7.19,25.613,18.616,29.282,5.9,9.273,8.659,17.299
21.617,23.14,6.55,27.035,15.108,8.791,17.587,7.04,9.372,8.281,9.992,14.32,7.295,15.152,20.698,11.8,9.601,9.071,10.072,6.87,142.08,13.35,30.92,18.575,26.99,43.051,7.205,25.344,18.641,29.512,5.83,9.319,8.659,17.349
22.004,23.12,6.935,26.606,15.221,8.881,17.338,7.04,9.322,8.271,10.031,14.43,7.544,15.185,20.388,11.67,9.79,9.338,10.63,6.92,143.26,13.35,31.749,18.803,27.73,43.479,7.283,25.628,19.073,30.288,5.91,9.31,8.668,17.827
21.706,23.15,6.865,26.426,15.54,8.971,16.961,7.74,9.207,8.351,10.1,14.32,7.371,15.291,20.808,12,9.77,9.318,11.46,6.84,143.32,13.35,31.776,18.754,27.56,43.19,7.2,25.221,18.807,30.249,5.86,9.282,8.668,17.269
21.18,22.77,6.925,26.237,14.23,8.861,16.901,8.51,9.317,8.481,10.031,14.19,7.382,15.078,21.087,11.92,9.65,9.388,11.25,6.87,144.16,13.35,31.179,18.674,25.34,42.05,7.146,25.114,18.774,31.07,5.82,9.291,8.649,16.841
22.063,22.95,7.045,26.486,14.28,8.826,16.693,9.36,9.611,8.989,10.278,14.36,8.122,14.918,22.497,11.91,9.78,9.902,11.25,6.74,142.18,13.35,30.892,18.674,26.3,41.5,7.18,25.221,18.724,31.01,5.82,9.245,8.649,17.778
21.805,22.16,6.855,26.576,14.11,9.235,16.563,10.07,9.482,8.69,9.953,14.37,8.287,14.719,23.146,11.91,9.63,10.011,10.8,6.74,141.24,13.35,30.681,18.674,26.7,40.79,7.039,24.307,18.815,29.56,6.12,9.097,8.525,17.1
22.182,22.14,6.9,24.93,13.55,9.425,15.987,10.3,9.825,8.76,9.972,14.5,8.234,14.319,22.836,11.9,9.5,9.763,10.79,6.74,141.04,13.35,30.617,19.648,26.4,40.3,6.946,24.292,18.907,29.74,6.38,9.078,8.525,17.26
21.458,22.36,6.68,24.691,13.66,9.69,16.126,10.03,9.965,8.85,10.1,14.64,8.093,14.446,22.487,11.76,9.6,10.04,10.55,6.74,141.87,13.35,30.669,19.429,26.77,40,6.922,24.515,18.782,29.91,6.58,9.106,8.544,17.97
21.458,23.01,6.78,24.84,13.94,10.034,16.603,11,10.15,8.79,10.376,14.66,8.904,14.545,22.856,12.25,9.7,10.753,10.73,7.41,149.77,13.35,30.876,19.648,26.99,40.8,6.956,24.837,18.3,30.01,6.44,9.124,8.601,19.09
21.656,22.96,6.575,24.93,13.9,9.52,16.931,9.9,9.885,8.65,10.366,15.09,9.18,14.399,22.287,12.5,9.69,10.723,10.5,7.23,153.81,13.35,31.98,19.518,26.86,41.28,7.068,25.021,18.599,29.57,6.85,9.198,8.611,18.71
21.607,22.34,6.6,24.571,13.67,9.235,17.03,9.9,9.437,8.53,10.081,14.81,9.279,14.712,22.107,12.7,9.61,10.446,10.01,7.05,154.57,13.35,31.749,19.399,26.5,39.75,7.005,24.292,19.273,29.45,6.82,9.18,8.62,18.94
21.527,21.86,6.785,24.122,13.53,9.285,16.861,9.9,9.432,8.61,10.13,14.81,9.144,14.992,21.417,12.55,9.28,10.09,9.62,7.1,153.75,13.35,31.506,19.071,25.98,40.11,6.805,24.369,19.115,28.88,6.63,9.143,8.592,18.35
21.468,21.52,6.85,23.344,13.52,9.265,16.524,9.9,9.596,8.83,10.13,14.81,9.385,14.938,20.558,12.5,9.39,10.891,9.69,7.01,160.98,13.35,32.262,19.091,26.28,40.01,6.82,24.392,18.466,28.85,6.52,9.24,8.62,19.22
21.805,22.1,7.09,23.773,13.53,9.335,16.543,9.9,9.97,8.84,10.25,14.81,9.532,15.092,20.688,12.55,9.55,10.772,9.84,6.87,160.98,13.35,34.31,19.161,25.73,39.8,6.878,24.776,18.491,29.38,6.91,9.211,8.582,19.37
22.976,22.76,7.09,23.693,13.59,9.435,16.563,9.9,9.965,8.999,10.4,14.81,10.483,15.098,20.987,13,9.55,11.178,9.7,6.98,163.2,13.35,34.302,19.518,25.9,39.96,6.903,24.945,18.79,29.01,6.86,9.395,8.659,19.98
22.828,22.8,6.95,23.673,13.07,8.946,16.295,9.9,9.85,8.69,10.27,14.81,10.542,15.438,19.808,13.01,9.47,10.891,9.5,7.04,163.89,13.35,34.366,19.28,25.95,39.8,7.027,24.684,18.632,29.39,6.77,9.434,8.678,19.76
22.679,22.43,6.87,23.813,12.87,9.036,15.977,9.9,9.87,8.76,10.13,14.42,10.049,15.205,19.069,12.58,9.47,10.921,9.34,7.06,163.53,13.35,35.107,19.28,26.34,40,7.067,24.791,18.591,29.46,6.68,9.949,8.907,19.32
22.51,22.76,7,23.942,12.57,9.016,16.345,9.9,9.576,8.75,10.58,14.18,10.26,15.291,19.199,12.81,9.43,10.931,9.45,7.08,163.88,13.35,35.139,19.538,26.79,39.8,7.146,24.799,18.616,29.18,6.7,10.037,8.974,19.4
22.431,23.09,7.055,24.77,12.94,9.061,16.504,9.9,9.716,8.8,10.63,14.59,10.677,15.311,19.808,12.82,9.58,10.861,9.76,7.2,164.25,13.35,35.039,19.886,27,40.6,7.255,24.837,18.691,28.65,6.64,10.6,9.328,19.5
22.49,22.62,7.065,25.768,13.23,9.275,16.822,9.9,9.835,8.949,10.55,14.71,11.405,15.971,20.188,12.79,9.86,10.852,9.72,7.19,161.06,13.35,34.501,19.747,27.06,41.12,7.325,24.952,18.824,28.7,6.89,10.639,9.347,19.75
21.795,22.29,7.29,25.938,13.29,9.23,16.583,9.9,9.576,8.89,10.84,14.46,11.388,16.284,20.588,12.7,9.85,11.406,10.1,7.15,158.51,13.35,35.239,20.005,27.39,41.2,7.29,25.528,18.716,28.57,6.75,10.61,9.28,19.78
21.299,22.18,7.605,25.948,13.92,9.13,17.09,9.9,9.347,8.919,10.85,14.48,11.223,16.39,20.568,13.12,10.16,11.663,10.09,7.21,160.27,13.35,35.035,19.926,27.7,41,7.325,25.382,18.682,29.12,6.8,10.756,9.366,19.76
21.706,21.66,7.27,25.588,13.77,8.891,16.603,9.9,9.367,8.68,10.54,14.23,10.842,16.184,21.187,13.75,10.16,11.603,9.85,7.32,162.98,13.35,34.764,19.946,28,41.32,7.36,25.82,18.932,29.46,7.2,10.61,9.328,19.2
21.577,21.82,7.255,25.738,13.85,8.786,16.454,9.9,9.432,8.74,10.65,14.31,10.66,16.317,22.586,14.14,10.22,11.633,9.87,7.31,164.4,13.35,34.78,20.263,28.24,41.57,7.424,25.874,19.589,29.48,7.25,10.785,9.481,19.26
21.557,22.02,7.51,25.808,14.16,8.886,16.742,9.9,9.506,8.78,10.7,14.28,10.425,16.623,22.207,14.04,10.1,11.406,9.91,7.31,166.25,13.35,34.748,20.224,29.2,41.41,7.409,25.49,19.472,28.99,7.17,10.561,9.433,18.85
21.458,23.6,7.82,26.337,14.16,9.085,16.981,9.9,9.711,8.78,10.6,14.27,10.618,17.183,21.927,14.23,10.2,11.406,9.66,7.27,163.32,13.35,34.294,20.273,28.99,40.89,7.36,25.505,19.664,28.86,7.18,10.357,9.309,19.15
22.47,24.52,8.565,25.858,14.16,9.016,16.852,9.9,9.626,8.73,10.89,14.36,10.201,16.916,21.837,14.26,10.32,11.326,9.66,7.16,160.6,13.35,34.195,19.866,28.09,40.6,7.295,25.352,19.381,28.56,7.1,10.241,9.137,18.86
22.818,24.79,9.08,26.307,14.16,9.385,17.11,9.9,9.87,8.969,10.96,14.32,10.395,16.916,21.927,14.26,10.69,11.406,9.65,7.16,162.14,13.35,33.027,19.985,28.03,41.25,7.27,25.421,19.539,28.62,7.15,10.26,9.117,19.02
23.572,24.64,9.245,26.536,14.16,9.53,17.229,9.9,9.945,9.079,11.48,14.44,10.571,17.01,22.067,14.26,10.67,11.87,10.33,7.28,163.07,13.35,33.446,20.184,28.45,41.4,7.404,25.789,19.93,29.17,7.24,10.406,9.27,20.16
23.999,24.84,9.345,26.835,14.16,9.929,18.461,9.9,9.781,9.059,11.84,14.85,10.853,16.504,22.067,14.26,10.79,11.702,10.37,7.34,162.04,13.35,33.358,20.184,28.48,41.1,7.414,26.028,19.972,28.94,7.5,10.299,9.213,20.08
23.651,24.24,9.14,26.706,14.77,10.748,18.491,9.9,9.636,9.029,12,14.69,10.853,16.524,22.267,14.26,10.75,11.326,10.25,7.24,162.49,13.35,33.326,20.194,28.15,40.7,7.538,25.989,19.814,28.69,7.75,10.28,9.184,19.66
23.373,24.27,9.19,26.317,14.52,11.107,18.173,9.9,9.571,9.119,12.41,14.62,10.959,16.583,22.267,14.26,10.7,11.277,10.3,7.2,161.46,13.35,33.031,20.204,28.02,40.33,7.459,25.782,19.406,28.08,7.62,10.192,9.175,19.09
23.056,25,9.03,26.526,14.62,11.142,18.322,9.9,9.646,9.159,12.15,14.66,10.842,17.769,22.267,14.26,10.85,11.406,10.43,7.29,161.54,13.35,33.565,20.879,28.29,40.75,7.543,26.212,19.68,27.32,7.68,10.221,9.251,19.09
23.115,24.75,9.105,27.205,14.99,11.067,18.411,9.9,9.477,9.219,12.7,14.84,10.83,18.368,22.267,14.26,11.18,11.465,10.52,7.47,159.75,13.35,33.737,20.959,28.77,41.53,7.524,26.696,20.213,27.7,7.72,10.221,9.289,19.31
23.989,24.15,9.145,27.195,14.76,11.232,18.411,9.9,9.576,9.099,12.52,14.71,11.018,18.255,22.267,14.26,11.24,11.989,10.45,7.47,158.68,13.35,34.127,21.157,28.47,41.82,7.469,26.604,20.063,27.66,7.72,10.221,9.28,19.78
23.612,24.26,9,28.073,14.47,11.027,18.183,9.9,9.671,9.009,12.33,14.75,10.407,18.248,22.267,14.26,11.16,11.89,10.33,7.41,162,13.35,33.908,21.137,28.24,41.28,7.414,26.327,20.704,28.16,7.95,10.114,9.213,19.77
22.986,24.95,8.89,27.963,14.88,10.838,17.935,9.9,9.526,8.89,12.54,14.7,9.826,18.475,24.156,14.26,11.08,11.752,10.26,7.57,159.97,13.35,33.565,20.959,27.8,41.21,7.384,26.488,21.169,27.74,8.14,10.017,9.079,19.3
23.234,26.9,9.49,27.763,14.75,10.833,18.332,9.9,9.511,9.029,13.5,15.29,9.685,18.648,24.395,14.26,11.15,12.187,10.27,7.85,159.27,13.35,33.462,20.969,28.14,41.66,7.38,26.45,21.103,27.78,8.24,10.066,9.117,19.11
22.699,26.04,9.575,27.394,14.67,11.916,18.352,8.96,9.561,9.109,14.26,15.1,9.755,18.488,22.976,14.26,10.76,12.395,10.8,7.94,158.75,13.35,33.035,20.959,27.71,42.59,7.31,26.35,21.835,28.16,8.44,9.949,9.022,19.11
22.44,25.85,9.4,26.716,14.45,11.432,18.66,8.66,9.412,8.79,13.7,14.7,9.714,18.175,22.497,14.26,10.79,12.751,10.51,7.97,157.72,13.35,32.661,20.79,27.13,42,7.236,26.465,21.119,27.38,8.11,9.969,9.041,18.54
22.272,25.52,9.4,26.756,14.38,11.606,19.574,8.71,9.656,8.79,14.64,14.88,9.878,18.248,23.326,15.39,10.97,13.295,10.56,7.96,156.37,13.35,32.737,21.167,27.51,43.14,7.186,26.028,21.153,27.33,8.17,9.978,9.031,18.58
22.351,25.36,9.165,26.287,14.35,11.487,19.375,8.31,9.397,8.82,14.6,14.65,9.661,17.949,22.886,14.95,10.91,13.087,10.93,7.54,156.02,13.35,32.298,21.147,27.1,42.58,7.206,26.02,21.793,26.96,8.11,9.872,8.945,18.6
22.728,26.2,9.235,27.404,14.6,11.781,19.634,8.27,9.556,8.85,14.31,15.1,9.608,18.608,23.166,14.8,11.11,13.265,10.97,7.61,158.23,13.35,32.589,21.435,27.54,42.73,7.245,25.997,22.301,27.2,8.09,10.027,9.051,18.92
22.897,26.31,9.47,27.644,14.68,12.006,20.17,8.27,9.84,9.079,14.13,15.16,9.943,18.715,23.846,14.7,11.28,13.137,10.99,7.73,158.45,13.35,32.856,21.733,27.54,42.68,7.29,26.181,22.459,27.02,8.13,10.017,9.07,19.11
23.473,27.1,9.475,27.933,14.86,11.946,20.428,8.27,10.045,9.129,14.25,15.34,10.131,18.528,23.986,14.77,11.12,13.147,11.21,7.76,162.56,13.35,33.075,21.704,27.54,42.89,7.365,26.173,22.459,27.55,8.21,10.163,9.175,19.35
23.324,28.26,10.345,27.873,15,11.941,20.061,9.1,10.209,10.047,14.54,15.46,10.09,18.462,24.006,15.45,11.08,13.453,11.12,7.78,164.82,13.35,33.278,21.952,28.83,42.97,7.424,26.496,22.168,27.57,8.12,10.25,9.251,19.31
23.344,28.01,10.185,27.783,14.97,11.941,20.031,9.82,10.12,10.735,14.3,15.84,10.037,18.502,25.035,15.17,11.28,13.285,11.06,7.83,165.06,13.35,33.988,21.873,28.83,42.96,7.464,26.35,21.777,27.57,7.98,10.289,9.28,19.32
23.234,27.49,10.25,28.611,15.04,11.941,20.14,9.6,9.945,10.626,14.37,15.66,9.837,18.415,24.915,15,11.42,13.018,11.29,7.78,167.51,13.35,34.003,21.654,29.42,43.84,7.489,26.427,21.444,27.58,8.31,10.318,9.309,19.18
23.612,26.72,10.365,28.631,14.89,11.941,20.041,9.93,10.105,10.765,13.79,15.8,10.225,18.994,25.555,14.8,12.25,13.097,11.25,7.72,164.08,13.35,33.685,21.485,29.51,43.62,7.618,26.089,21.835,28,8.58,10.192,9.27,19.8
23.195,26.92,10.09,27.883,14.92,11.941,19.107,9.8,10.174,10.735,14.61,16.58,10.436,18.914,26.894,14.93,12.08,13.236,11.12,7.91,163.91,13.35,33.537,21.753,29.36,43.52,7.533,26.081,21.585,27.82,8.67,10.076,9.165,19.64
22.728,27.15,10.235,28.053,14.78,11.941,19.375,9.91,10.638,10.755,14.73,16.3,10.29,18.661,26.764,14.86,13.15,13.028,11.16,7.77,161.98,13.35,33.434,21.714,28.9,42.66,7.429,25.782,21.544,27.83,9.23,10.066,9.175,19.29
22.996,27.54,10.26,27.554,14.79,11.941,19.455,10.1,11.471,10.875,14.28,16.44,10.331,19.021,26.884,14.93,13.45,13.077,11.23,7.82,162.45,13.35,33.486,21.753,30.52,42.82,7.504,26.043,21.918,27.72,9.29,10.076,9.175,19.29
22.957,26.64,10.345,27.414,14.95,12.205,20.051,10.26,11.466,11.723,14.4,16.16,10.201,19.434,29.442,15.2,13.38,13.938,11.26,8.1,159.41,13.35,33.749,21.992,31.5,42.59,7.598,26.005,21.619,27.56,9.4,10.017,9.175,19.13
21.716,25.48,9.725,26.975,14.34,11.432,19.087,9.76,11.067,11.494,13.74,15.51,9.649,18.635,28.563,14.65,12.98,13.008,10.72,7.72,157.46,13.35,32.936,21.267,30.2,41.92,7.489,26.058,21.469,27.79,8.81,9.94,9.194,18.08
21.438,25.67,9.9,27.085,14.13,11.172,19.117,9.98,10.992,11.683,13.5,15.74,9.362,18.974,28.673,14.39,13.57,13.839,10.79,7.65,158.23,14.69,33.039,21.257,30.82,42.3,7.479,27.341,21.602,28.74,8.6,9.959,9.146,17.63
21.488,25.91,9.89,27.165,14.55,10.633,19.077,9.97,11.047,11.663,13.4,15.68,9.409,19.101,28.873,14.87,14.08,13.76,11.21,7.66,159.25,16.16,32.956,21.326,31.76,43.1,7.519,28.163,21.718,28.89,8.63,9.998,9.299,17.88
21.289,26.79,9.88,27.334,14.75,11.382,19.355,10.01,11.964,11.863,14.74,15.81,9.532,19.001,30.492,14.77,14,14.126,11.35,7.74,160.85,17.78,33.123,22.101,32.7,43.04,7.628,28.477,22.4,28.88,8.78,10.046,9.414,18.06
21.18,26.79,9.505,27.524,14.83,11.337,19.276,9.79,11.66,11.573,14.51,15.45,9.444,18.961,29.482,14.48,14.04,14.225,11.17,7.55,156.94,19.56,32.466,23.601,32.4,42.2,7.673,28.285,22.043,28.9,8.54,9.803,9.184,17.42
21.607,26.79,9.455,27.923,14.86,11.122,19.663,9.79,11.914,11.454,14.51,15.66,9.591,19.134,29.362,14.51,13.55,14.462,11.22,7.71,157.48,19.19,32.756,23.7,32.53,42.51,7.707,29,21.81,28.89,8.56,9.833,9.203,17.45
21.637,26.79,9.69,27.963,14.87,11.077,19.802,9.96,12.213,11.613,14.57,15.85,9.896,18.848,29.552,14.63,13.57,14.423,11.25,7.84,160.19,18.85,33.111,23.641,33.02,42.75,7.916,29.253,21.901,28.86,8.84,10.037,9.328,17.84
21.646,26.79,9.82,27.624,14.77,11.227,20.001,10.49,12.104,12.391,14.43,15.74,9.984,18.788,31.421,14.67,13.5,14.561,11.56,7.83,162.19,18.97,33.031,24.942,32.29,43.02,7.906,28.815,22.001,28.06,8.89,9.959,9.28,17.71
21.388,26.79,9.69,27.155,14.68,10.818,19.723,10.43,11.919,12.721,14.94,15.55,10.014,19.953,31.071,14.87,13.44,15.471,11.45,8,162.31,18.68,32.956,24.723,32.59,42.95,7.911,28.977,22.259,27.51,8.9,9.91,9.289,17.46
21.408,26.79,9.84,27.235,15.01,10.453,19.286,10.48,11.924,13.519,15.62,15.7,10.301,20.646,32.561,14.72,13.53,16.638,11.54,8.01,162.47,19.65,33.063,25.17,32.45,42.43,8,28.846,22.375,27.64,9.17,9.949,9.328,17.7
21.428,26.79,10.04,27.484,15.44,10.713,19.425,10.36,11.8,13.459,16.1,15.8,10.266,20.726,33.78,14.68,13.55,16.629,11.39,8.04,162.13,21.13,32.988,24.783,31.82,42.4,7.956,28.47,23.124,27.62,9.18,9.93,9.318,18.06
21.934,26.79,10.075,27.454,15.59,11.037,18.501,10.33,12.363,13.389,17.71,16.13,10.078,20.906,34.769,15.21,14.65,16.609,11.5,8.36,160.73,21.91,35.35,25.071,32.47,44.8,8.03,29.952,23.665,28.4,9.36,10.046,9.404,18.25
22.034,26.79,9.895,27.853,15.37,11.302,18.66,10.39,11.934,13.898,18.5,16.05,10.9,21.758,33.88,14.85,14.84,16.441,12.08,8.35,160.01,21.38,34.545,26.154,31.82,44.22,7.936,29.868,23.79,28.09,9.28,10.037,9.414,18.83
21.716,26.79,9.7,27.673,15.22,10.972,18.322,11.43,11.844,13.289,17.9,15.75,10.724,21.758,33.68,14.43,14.92,17.39,12.2,8.35,159.02,20.7,34.589,26.64,32.12,44.1,7.941,29.737,23.407,27.73,8.81,9.978,9.395,18.56
21.2,26.79,9.52,27.284,14.99,11.576,17.825,11.69,11.889,12.95,17.25,15.57,10.912,21.758,32.97,14.1,14.72,18.073,11.97,8.29,156.1,20.81,35.446,26.859,31.96,44.74,7.941,30.39,24.089,27.81,8.41,9.862,9.299,18.59
20.247,26.38,9.565,27.055,14.84,11.362,18.014,11.99,11.715,13.24,17.08,15.19,10.419,21.758,32.361,14.15,14.25,17.588,12.01,8.15,154.91,21.46,35.438,26.323,31.33,44.18,8.065,29.852,23.523,28.18,8.45,9.852,9.289,18.37
20.436,26.19,9.42,27.175,14.94,11.457,17.766,11.9,11.849,13.14,17.15,15.3,10.166,21.758,32.001,14.29,14.41,17.212,11.89,8.44,157.32,20.89,37.338,27.922,30.84,45.5,8.214,29.914,23.557,28.83,8.48,9.881,9.356,18.72
19.354,25.1,9.25,26.826,14.5,11.002,17.378,11.45,11.989,12.9,16.75,15.08,9.861,21.758,32.021,13.92,14.54,16.203,11.72,8.34,157.32,19.66,36.936,27.534,31.4,45.78,8.08,29.107,23.54,28.58,8.93,9.881,9.452,18.16
19.652,25.38,9.46,27.215,14.55,10.768,17.537,11.01,12.134,12.89,16.55,15.02,9.573,21.758,30.911,13.82,14.45,16.441,11.19,8.99,158.38,20.28,37.513,26.988,30.84,45.28,8.07,29.391,23.723,28.28,8.84,9.852,9.414,18.2
20.515,25.46,9.46,27.215,14.81,10.977,17.537,11.58,12.836,13.379,16.66,15.3,9.779,21.758,31.181,14.25,15.2,17.153,11.15,9.29,156.92,20.79,37.98,27.733,31.2,45.73,8.179,28.977,23.507,28.66,8.71,9.949,9.461,18.31
19.929,24.79,9.14,27.215,14.67,11.182,17.537,11.79,12.577,13.279,15.97,15.05,9.544,21.758,30.672,14.65,15.07,16.648,11.39,9.11,158.46,20.42,36.466,27.197,30.91,44.4,8.09,29.622,23.041,28.06,8.56,9.842,9.347,18
19.701,24.98,9.085,27.773,14.43,10.933,17.537,11.05,12.428,12.87,15.5,14.78,9.45,21.758,31.181,14.21,15.25,15.441,11.1,8.82,159.08,20.12,35.45,26.521,30.86,43.99,7.896,29.338,22.317,27.62,8.55,9.881,9.347,17.77
19.413,24.72,9.105,27.125,14.57,10.783,17.537,10.47,12.861,12.242,14.5,14.53,9.508,21.758,30.702,14.04,15.36,15.59,11.22,8.93,159.05,19.73,35.617,26.104,30.4,44.34,7.658,29.092,22.326,26.94,8.41,9.94,9.318,18.17
19.205,25.05,9.105,27.264,15,10.793,17.537,10.3,12.592,12.501,14.48,14.41,9.655,21.758,31.201,14.03,15.1,15.174,11.42,9.16,158.88,20.19,34.888,25.925,30.38,42.08,7.742,29.207,22.334,27.06,8.45,9.949,9.251,18.07
19.463,24.89,9.425,26.726,14.77,11.002,17.537,10.83,12.921,12.362,14.9,14.57,9.649,21.758,32.96,14.4,14.72,15.689,11.62,9,157.5,21.03,35.163,26.849,30.68,41.69,7.762,29.944,23.008,27.26,8.47,9.726,9.051,17.97
19.999,25.83,9.755,27.135,15.15,11.102,17.537,11.25,13.484,13.08,15.33,14.89,9.925,21.758,33.06,14.99,14.81,16.005,11.85,9.6,158.74,22,35.633,27.316,31.53,41.89,7.861,30.275,23.182,27.47,8.5,9.862,9.165,18.59
